utterance,spa_all,spa_1,spa_2,spa_2a,time_stamp,speaker,sentence,lemmas,pos,action,file_id,errors,child
230,,,,,00:00:00,MOT,muffin man he lives on ...,muffin man he live on ...,n n pro_sub v adv,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
231,,,,,00:00:00,MOT,oh thank_you Gail .,oh thank_you Gail .,co n n_prop,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
232,,,,,00:00:00,MOT,I think I'll go night_night now .,I think I will go night now .,pro_sub v pro_sub mod v n adv,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
233,,,,,00:00:00,MOT,bye !,bye !,co,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
234,,,,,00:00:00,MOT,goodbye !,goodbye !,co,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
235,,,,,00:00:00,MOT,what do you think this is ?,what do you think this be ?,pro_int mod pro_per v det_dem cop,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
236,,,,,00:00:00,MOT,what is it ?,what be it ?,pro_int cop pro_per,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
237,,,,,00:00:00,MOT,what's this ?,what be this ?,pro_int cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
238,,,,,00:00:00,MOT,a door ?,a door ?,det_art n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
239,,,,,00:00:00,MOT,open the door .,open the door .,v det_art n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
240,,,,,00:00:00,MOT,who lives in the little ...,who life in the little ...,pro_int n prep det_art adj,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
241,,,,,00:00:00,MOT,what's this ?,what be this ?,pro_int cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
242,,,,,00:00:00,MOT,oh yes look !,oh yes look !,co co v,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
243,,,,,00:00:00,MOT,turn it around .,turn it around .,v pro_per adv,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
244,,,,,00:00:00,MOT,what's that ?,what be that ?,pro_int cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
245,,,,,00:00:00,MOT,this is the door and this is a ...,this be the door and this be a ...,pro_dem cop det_art n coord pro_dem cop det_art,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
246,,,,,00:00:00,MOT,you wanna put it on your head ?,you want to put it on your head ?,pro_per v inf v pro_per prep det_poss n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
247,,,,,00:00:00,MOT,I don't think it's a hat you know who I think lives in the house ?,I do not think it be a hat you know who I think life in the house ?,pro_sub mod neg v pro_per cop det_art n pro_per v pro_int pro_sub v n prep det_art n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
248,,,,,00:00:00,MOT,guess who ...,guess who ...,n pro_rel,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
249,,,,,00:00:00,MOT,me !,me !,pro_obj,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
250,,,,,00:00:00,MOT,that's my house !,that be my house !,pro_dem cop det_poss n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
251,,,,,00:00:00,MOT,hey what're ya doing with my house on your head .,hey what be you do with my house on your head .,co pro_int aux pro_per part prep det_poss n prep det_poss n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
252,,,,,00:00:00,MOT,please put my house down here .,please put my house down here .,co v det_poss n prep n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
253,,,,,00:00:00,MOT,oh thank_you .,oh thank_you .,co n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
254,,,,,00:00:00,MOT,can you open the door for me ?,can you open the door for me ?,mod pro_per v det_art n prep pro_obj,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
255,,,,,00:00:00,MOT,woof woof woof let me in please open the door !,woof woof woof let me in please open the door !,v v v v pro_obj prep co v det_art n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
256,,,,,00:00:00,MOT,oh thank_you it's so cold outside I hafta go in my house .,oh thank_you it be so cold outside I have to go in my house .,co n pro_per cop adv adv adv pro_sub mod inf v prep det_poss n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
257,,,,,00:00:00,MOT,I'm cold !,I be cold !,pro_sub cop adv,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
258,,,,,00:00:00,MOT,what are you doing ?,what be you do ?,pro_int aux pro_per part,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
259,,,,,00:00:00,MOT,what are you doing ?,what be you do ?,pro_int aux pro_per part,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
260,,,,,00:00:00,MOT,what happened ?,what happen ?,pro_int v,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
261,,,,,00:00:00,MOT,where's the doggie ?,where be the dog ?,pro_int cop det_art n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
262,,,,,00:00:00,MOT,where's the doggie ?,where be the dog ?,pro_int cop det_art n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
263,,,,,00:00:00,MOT,where's the doggie's ear ?,where be the dog ear ?,pro_int cop det_art adj n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
264,,,,,00:00:00,MOT,do you know where the doggie's ear is ?,do you know where the dog ear be ?,mod pro_per v pro_int det_art adj n cop,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
265,,,,,00:00:00,MOT,that's right where's the doggie's nose ?,that be right where be the dog nose ?,pro_dem cop adj pro_int cop det_art adj n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
266,,,,,00:00:00,MOT,where's the doggie's nose ?,where be the dog nose ?,pro_int cop det_art adj n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
267,,,,,00:00:00,MOT,here it is Gail do you wanna put the doggie in the house and say good bye ?,here it be Gail do you want to put the dog in the house and say good bye ?,adv pro_per cop n_prop v pro_per v inf v det_art n prep det_art n coord v adj co,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
268,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
269,,,,,00:00:00,MOT,wan me to close the door ?,want me to close the door ?,v pro_obj inf v det_art n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
270,,,,,00:00:00,MOT,wan say goodbye ?,want say goodbye ?,v co co,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
271,,,,,00:00:00,MOT,to the doggie ?,to the dog ?,prep det_art n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
272,,,,,00:00:00,MOT,say see ya later ?,say see you later ?,co v pro_per adv,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
273,,,,,00:00:00,MOT,here let's put this down .,here let us put this down .,adv v pro_obj v pro_dem adv,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
274,,,,,00:00:00,MOT,here's something else for you what's this ?,here be something else for you what be this ?,pro_exist cop pro_indef post prep pro_per pro_int cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
275,,,,,00:00:00,MOT,can you tell me about the book ?,can you tell me about the book ?,mod pro_per v pro_obj prep det_art n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
276,,,,,00:00:00,MOT,a is for apple what is this ?,a be for apple what be this ?,det_art cop prep n pro_int cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
277,,,,,00:00:00,MOT,he's wearing some socks what else does he have ?,he be wear some sock what else do he have ?,pro_sub aux part qn n pro_int post v pro_sub v,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
278,,,,,00:00:00,MOT,what's in his hand ?,what be in his hand ?,pro_int cop prep det_poss n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
279,,,,,00:00:00,MOT,hm .,hm .,co,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
280,,,,,00:00:00,MOT,what's on his jacket ?,what be on his jacket ?,pro_int cop prep det_poss n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
281,,,,,00:00:00,MOT,t's a boy what does he say ?,it be a boy what do he say ?,pro_per cop det_art n pro_int v pro_sub v,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
282,,,,,00:00:00,MOT,what are these ?,what be these ?,pro_int cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
283,,,,,00:00:00,MOT,how many ?,how many ?,pro_int qn,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
284,,,,,00:00:00,MOT,I only see two !,I only see two !,pro_sub adv v det_num,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
285,,,,,00:00:00,MOT,two !,two !,det_num,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
286,,,,,00:00:00,MOT,okay what's over here ?,okay what be over here ?,co pro_int cop prep n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
287,,,,,00:00:00,MOT,what's this ?,what be this ?,pro_int cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
288,,,,,00:00:00,MOT,you don't wanna ?,you do not want to ?,pro_per mod neg v inf,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
289,,,,,00:00:00,MOT,okay Gail ?,okay Gail ?,co n_prop,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
290,,,,,00:00:00,MOT,you show me which page you like the best .,you show me which page you like the good .,pro_per v pro_obj pro_rel v pro_per v det_art adj,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
291,,,,,00:00:00,MOT,Gail how many chairs ?,Gail how many chair ?,n_prop pro_rel qn n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
292,,,,,00:00:00,MOT,how many chairs ?,how many chair ?,pro_int qn n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
293,,,,,00:00:00,MOT,you count ...,you count ...,pro_per v,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
294,,,,,00:00:00,MOT,only two ?,only two ?,adv det_num,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
295,,,,,00:00:00,MOT,how many is this ?,how many be this ?,pro_int qn cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
296,,,,,00:00:00,MOT,eight ?,eight ?,det_num,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
297,,,,,00:00:00,MOT,no !,no !,co,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
298,,,,,00:00:00,MOT,what are these ?,what be these ?,pro_int cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
299,,,,,00:00:00,MOT,how many duckies ?,how many duck ?,pro_int qn n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
300,,,,,00:00:00,MOT,right one two three and then what ?,right one two three and then what ?,adv det_num det_num det_num coord adv_tem pro_int,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
301,,,,,00:00:00,MOT,one two three four ...,one two three four ...,det_num det_num det_num det_num,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
302,,,,,00:00:00,MOT,right !,right !,co,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
303,,,,,00:00:00,MOT,only seven .,only seven .,adv det_num,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
304,,,,,00:00:00,MOT,seven duckies .,seven duck .,det_num n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
305,,,,,00:00:00,MOT,how many balloons ?,how many balloon ?,pro_int qn n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
306,,,,,00:00:00,MOT,can you count them ?,can you count them ?,mod pro_per v pro_obj,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
307,,,,,00:00:00,MOT,you don't wanna .,you do not want to .,pro_per mod neg v inf,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
308,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
309,,,,,00:00:00,MOT,what are these ?,what be these ?,pro_int cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
310,,,,,00:00:00,MOT,oh aren't they pretty .,oh be not they pretty .,co aux neg pro_sub adv,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
311,,,,,00:00:00,MOT,what color is that ?,what color be that ?,pro_int n cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
312,,,,,00:00:00,MOT,right .,right .,co,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
313,,,,,00:00:00,MOT,an what color's that ?,and what color be that ?,coord pro_int n cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
314,,,,,00:00:00,MOT,pink ?,pink ?,adj,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
315,,,,,00:00:00,MOT,right !,right !,co,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
316,,,,,00:00:00,MOT,what color's that ?,what color be that ?,pro_int n cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
317,,,,,00:00:00,MOT,no that one's black .,no that one black .,co det_dem adj n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
318,,,,,00:00:00,MOT,what color's this one ?,what color be this one ?,pro_int n cop det_dem pro_indef,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
319,,,,,00:00:00,MOT,that's not green !,that be not green !,pro_dem cop neg adj,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
320,,,,,00:00:00,MOT,what color's that ?,what color be that ?,pro_int n cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
321,,,,,00:00:00,MOT,that's green what color is ...,that be green what color be ...,pro_dem cop adj pro_int n cop,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
322,,,,,00:00:00,MOT,that's a black what color is that ?,that be a black what color be that ?,pro_dem cop det_art n pro_int n cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
323,,,,,00:00:00,MOT,that's a hard one .,that be a hard one .,pro_dem cop det_art adj pro_indef,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
324,,,,,00:00:00,MOT,that's purple .,that be purple .,pro_dem cop adj,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
325,,,,,00:00:00,MOT,what do you see here ?,what do you see here ?,pro_int mod pro_per v adv,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
326,,,,,00:00:00,MOT,what's this ?,what be this ?,pro_int cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
327,,,,,00:00:00,MOT,there's a duckie what's this ?,there be a duck what be this ?,pro_exist cop det_art n pro_int cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
328,,,,,00:00:00,MOT,what ?,what ?,pro_int,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
329,,,,,00:00:00,MOT,butterfly ?,butterfly ?,n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
330,,,,,00:00:00,MOT,can you tell me what this number is ?,can you tell me what this number be ?,mod pro_per v pro_obj pro_int det_dem n cop,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
331,,,,,00:00:00,CHI,xxx,,,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
332,,,,,00:00:00,MOT,what are these ?,what be these ?,pro_int cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
333,,,,,00:00:00,MOT,what are these ?,what be these ?,pro_int cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
334,,,,,00:00:00,MOT,you don't wanna .,you do not want to .,pro_per mod neg v inf,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
335,,,,,00:00:00,MOT,she doesn't like this book .,she do not like this book .,pro_sub mod neg v det_dem n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
336,,,,,00:00:00,MOT,do you wanna play with some more blocks ?,do you want to play with some more block ?,mod pro_per v inf v prep qn qn n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
337,,,,,00:00:00,MOT,what are ya gonna do with these ?,what be you go to do with these ?,pro_int aux pro_per part inf v prep pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
338,,,,,00:00:00,MOT,what are ya gonna do with them ?,what be you go to do with them ?,pro_int aux pro_per part inf v prep pro_obj,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
339,,,,,00:00:00,MOT,can y make something ?,can you make something ?,mod pro_per v pro_indef,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
340,,,,,00:00:00,MOT,what is that ?,what be that ?,pro_int cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
341,,,,,00:00:00,MOT,can you make something else ?,can you make something else ?,mod pro_per v pro_indef post,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
342,,,,,00:00:00,MOT,cow jumping over the moon !,cow jump over the moon !,n part prep det_art n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
343,,,,,00:00:00,MOT,can you make something else ?,can you make something else ?,mod pro_per v pro_indef post,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
344,,,,,00:00:00,MOT,remember what you made for mummie last night ?,remember what you make for mum last night ?,v pro_int pro_per v prep n adj n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
345,,,,,00:00:00,MOT,you made a big what ?,you make a big what ?,pro_per v det_art adj pro_int,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
346,,,,,00:00:00,MOT,you made a big ...,you make a big ...,pro_per v det_art adj,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
347,,,,,00:00:00,MOT,you made a big mess yes but before that you made a big tower !,you make a big mess yes but before that you make a big tower !,pro_per v det_art adj n co conj prep pro_dem pro_per v det_art adj n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
348,,,,,00:00:00,MOT,for mommy .,for mommy .,prep n,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
349,,,,,00:00:00,MOT,remember ?,remember ?,co,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
350,,,,,00:00:00,MOT,oh that's nice .,oh that be nice .,co pro_dem cop adj,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
351,,,,,00:00:00,MOT,so big can you do it any bigger ?,so big can you do it any big ?,adv adj mod pro_per v pro_per qn adj,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
352,,,,,00:00:00,MOT,any higher ?,any high ?,qn adj,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
353,,,,,00:00:00,MOT,how many is that ?,how many be that ?,pro_int qn cop pro_dem,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
354,,,,,00:00:00,MOT,oop !,oop !,co,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
355,,,,,00:00:00,MOT,how many now ?,how many now ?,pro_int qn adv,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
356,,,,,00:00:00,MOT,oh dear !,oh dear !,co co,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
357,,,,,00:00:00,MOT,what happened ?,what happen ?,pro_int v,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
358,,,,,00:00:00,MOT,what happened ?,what happen ?,pro_int v,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
359,,,,,00:00:00,MOT,what do you say Gail ?,what do you say Gail ?,pro_int mod pro_per v n_prop,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
360,,,,,00:00:00,MOT,alright that's nice .,alright that be nice .,co pro_dem cop adj,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
361,,,,,00:00:00,MOT,here lemme get it for you okay ?,here let me get it for you okay ?,adv v pro_obj v pro_per prep pro_per co,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
362,,,,,00:00:00,MOT,what are ya gonna do with it ?,what be you go to do with it ?,pro_int aux pro_per part inf v prep pro_per,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
363,,,,,00:00:00,MOT,alright .,alright .,co,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
364,,,,,00:00:00,MOT,what are you gonna do with the rest that are here ?,what be you go to do with the rest that be here ?,pro_int aux pro_per part inf v prep det_art n pro_rel cop adv,,formatted/Bernstein/Gail/020100.json,u279 u336,gail
